Date,Close
9/17/2003,1.380699992
9/18/2003,1.385800004
9/19/2003,1.366899967
9/22/2003,1.352800012
9/23/2003,1.358700037
9/24/2003,1.351999998
9/25/2003,1.344699979
9/26/2003,1.342499971
9/29/2003,1.323600054
9/30/2003,1.317499995
10/1/2003,1.315199971
10/2/2003,1.318099976
10/3/2003,1.336699963
10/6/2003,1.319399953
10/7/2003,1.314200044
10/8/2003,1.310899973
10/9/2003,1.317899942
10/10/2003,1.313199997
10/13/2003,1.32280004
10/14/2003,1.316400051
10/15/2003,1.33099997
10/16/2003,1.334599972
10/17/2003,1.326599956
10/20/2003,1.332000017
10/21/2003,1.330199957
10/22/2003,1.311499953
10/23/2003,1.309000015
10/24/2003,1.312399983
10/27/2003,1.317899942
10/28/2003,1.331200004
10/29/2003,1.330500007
10/30/2003,1.333600044
10/31/2003,1.338199973
11/3/2003,1.359799981
11/4/2003,1.364300013
11/5/2003,1.370800018
11/6/2003,1.377900004
11/7/2003,1.366899967
11/10/2003,1.37409997
11/11/2003,1.362300038
11/12/2003,1.349400043
11/13/2003,1.335199952
11/14/2003,1.326699972
11/17/2003,1.325199962
11/18/2003,1.29369998
11/19/2003,1.305600047
11/20/2003,1.300699949
11/21/2003,1.298300028
11/24/2003,1.318500042
11/25/2003,1.319399953
11/26/2003,1.294100046
11/27/2003,1.298900008
11/28/2003,1.291100025
12/1/2003,1.298099995
12/2/2003,1.287199974
12/3/2003,1.2852
12/4/2003,1.288499951
12/5/2003,1.272400022
12/8/2003,1.267400026
12/9/2003,1.263200045
12/10/2003,1.269000053
12/11/2003,1.268900037
12/12/2003,1.261899948
12/15/2003,1.260499954
12/16/2003,1.25940001
12/17/2003,1.253800035
12/18/2003,1.25
12/19/2003,1.254799962
12/22/2003,1.257500052
12/23/2003,1.256700039
12/24/2003,1.247799993
12/25/2003,1.247699976
12/26/2003,1.254899979
12/29/2003,1.249600053
12/30/2003,1.242599964
12/31/2003,1.236600041
1/1/2004,1.240300059
1/2/2004,1.24000001
1/5/2004,1.231999993
1/6/2004,1.231899977
1/7/2004,1.239500046
1/8/2004,1.226600051
1/9/2004,1.221199989
1/12/2004,1.227699995
1/13/2004,1.219499946
1/14/2004,1.231999993
1/15/2004,1.243100047
1/16/2004,1.263700008
1/19/2004,1.270599961
1/20/2004,1.245700002
1/21/2004,1.237499952
1/22/2004,1.231899977
1/23/2004,1.241400003
1/26/2004,1.254999995
1/27/2004,1.24000001
1/28/2004,1.2579
1/29/2004,1.25909996
1/30/2004,1.252500057
2/2/2004,1.261000037
2/3/2004,1.248299956
2/4/2004,1.250499964
2/5/2004,1.248200059
2/6/2004,1.234899998
2/9/2004,1.235399961
2/10/2004,1.237499952
2/11/2004,1.229200006
2/12/2004,1.230000019
2/13/2004,1.238899946
2/16/2004,1.234200001
2/17/2004,1.225499988
2/18/2004,1.238000035
2/19/2004,1.234899998
2/20/2004,1.259699941
2/23/2004,1.255100012
2/24/2004,1.24240005
2/25/2004,1.258999944
2/26/2004,1.266199946
2/27/2004,1.261399984
3/1/2004,1.268399954
3/2/2004,1.297399998
3/3/2004,1.293599963
3/4/2004,1.291900039
3/5/2004,1.27820003
3/8/2004,1.271800041
3/9/2004,1.281399965
3/10/2004,1.287799954
3/11/2004,1.266800046
3/12/2004,1.283300042
3/15/2004,1.274299979
3/16/2004,1.278699994
3/17/2004,1.27820003
3/18/2004,1.256999969
3/19/2004,1.26970005
3/22/2004,1.256700039
3/23/2004,1.256500006
3/24/2004,1.276600003
3/25/2004,1.279899955
3/26/2004,1.283699989
3/29/2004,1.283599973
3/30/2004,1.281000018
3/31/2004,1.266000032
4/1/2004,1.262899995
4/2/2004,1.291700006
4/5/2004,1.304499984
4/6/2004,1.286299944
4/7/2004,1.27760005
4/8/2004,1.282999992
4/9/2004,1.282199979
4/12/2004,1.283200026
4/13/2004,1.299999952
4/14/2004,1.299200058
4/15/2004,1.294399977
4/16/2004,1.29550004
4/19/2004,1.291700006
4/20/2004,1.313699961
4/21/2004,1.316300035
4/22/2004,1.306599975
4/23/2004,1.314299941
4/26/2004,1.307800055
4/27/2004,1.297999978
4/28/2004,1.306100011
4/29/2004,1.292299986
4/30/2004,1.29400003
5/3/2004,1.301300049
5/4/2004,1.281000018
5/5/2004,1.275300026
5/6/2004,1.284700036
5/7/2004,1.298799992
5/10/2004,1.299200058
5/11/2004,1.294999957
5/12/2004,1.293499947
5/13/2004,1.304100037
5/14/2004,1.296900034
5/17/2004,1.275300026
5/18/2004,1.283400059
5/19/2004,1.278800011
5/20/2004,1.2852
5/21/2004,1.279000044
5/24/2004,1.279700041
5/25/2004,1.272799969
5/26/2004,1.271399975
5/27/2004,1.244199991
5/28/2004,1.251700044
5/31/2004,1.253100038
6/1/2004,1.246299982
6/2/2004,1.25
6/3/2004,1.25
6/4/2004,1.239300013
6/7/2004,1.236199975
6/8/2004,1.238100052
6/9/2004,1.255499959
6/10/2004,1.245000005
6/11/2004,1.259699941
6/14/2004,1.255200028
6/15/2004,1.248600006
6/16/2004,1.26760006
6/17/2004,1.254600048
6/18/2004,1.243499994
6/21/2004,1.245200038
6/22/2004,1.248200059
6/23/2004,1.253399968
6/24/2004,1.244300008
6/25/2004,1.246999979
6/28/2004,1.248900056
6/29/2004,1.264400005
6/30/2004,1.250399947
7/1/2004,1.248999953
7/2/2004,1.233199954
7/5/2004,1.234899998
7/6/2004,1.236600041
7/7/2004,1.226600051
7/8/2004,1.224400043
7/9/2004,1.222499967
7/12/2004,1.224799991
7/13/2004,1.235499978
7/14/2004,1.229300022
7/15/2004,1.236400008
7/16/2004,1.224599957
7/19/2004,1.229200006
7/20/2004,1.243399978
7/21/2004,1.249500036
7/22/2004,1.248100042
7/23/2004,1.265900016
7/26/2004,1.264999986
7/27/2004,1.27489996
7/28/2004,1.276299953
7/29/2004,1.281000018
7/30/2004,1.281299949
8/2/2004,1.279899955
8/3/2004,1.279099941
8/4/2004,1.27489996
8/5/2004,1.275400043
8/6/2004,1.250499964
8/9/2004,1.253900051
8/10/2004,1.261700034
